wafer_id,lot_id,stage_id,tool_id,chamber_id,timestamp,parameter_name,parameter_value,upper_limit,lower_limit
W0007,LOT001,Litho,LITHO-A3,CH2,2026-03-18T04:16:01.764810,bake_temperature,110.780078,115.0,105.0
W0007,LOT001,Litho,LITHO-A3,CH2,2026-03-18T04:21:01.764810,exposure_dose,35.112781,40.0,30.0
W0007,LOT001,Litho,LITHO-A3,CH2,2026-03-18T04:21:01.764810,focus_offset,0.061353,0.2,-0.2
W0007,LOT001,Litho,LITHO-A3,CH2,2026-03-18T04:21:01.764810,develop_time,58.501642,70.0,50.0
W0007,LOT001,Litho,LITHO-A3,CH2,2026-03-18T04:21:01.764810,bake_temperature,110.225343,115.0,105.0
W0007,LOT001,Etch,ETCH-B3,CH1,2026-03-18T07:51:01.764810,rf_power,554.493584,550.0,450.0
W0007,LOT001,Etch,ETCH-B3,CH1,2026-03-18T07:51:01.764810,pressure,20.133541,25.0,15.0
W0007,LOT001,Etch,ETCH-B3,CH1,2026-03-18T07:51:01.764810,gas_flow_cf4,49.54259,60.0,40.0
W0007,LOT001,Etch,ETCH-B3,CH1,2026-03-18T07:51:01.764810,gas_flow_o2,10.354054,13.0,7.0
W0007,LOT001,Etch,ETCH-B3,CH1,2026-03-18T07:51:01.764810,etch_time,124.783512,140.0,100.0
W0007,LOT001,Etch,ETCH-B3,CH1,2026-03-18T07:56:01.764810,rf_power,488.210158,550.0,450.0
W0007,LOT001,Etch,ETCH-B3,CH1,2026-03-18T07:56:01.764810,pressure,18.668767,25.0,15.0
W0007,LOT001,Etch,ETCH-B3,CH1,2026-03-18T07:56:01.764810,gas_flow_cf4,44.491384,60.0,40.0
W0007,LOT001,Etch,ETCH-B3,CH1,2026-03-18T07:56:01.764810,gas_flow_o2,10.253996,13.0,7.0
W0007,LOT001,Etch,ETCH-B3,CH1,2026-03-18T07:56:01.764810,etch_time,114.483167,140.0,100.0
W0007,LOT001,Etch,ETCH-B3,CH1,2026-03-18T08:01:01.764810,rf_power,467.706641,550.0,450.0
W0007,LOT001,Etch,ETCH-B3,CH1,2026-03-18T08:01:01.764810,pressure,23.400892,25.0,15.0
W0007,LOT001,Etch,ETCH-B3,CH1,2026-03-18T08:01:01.764810,gas_flow_cf4,52.508971,60.0,40.0
W0007,LOT001,Etch,ETCH-B3,CH1,2026-03-18T08:01:01.764810,gas_flow_o2,10.015633,13.0,7.0
W0007,LOT001,Etch,ETCH-B3,CH1,2026-03-18T08:01:01.764810,etch_time,121.256528,140.0,100.0
W0007,LOT001,Etch,ETCH-B3,CH2,2026-03-18T08:06:01.764810,rf_power,499.976742,550.0,450.0
W0007,LOT001,Etch,ETCH-B3,CH2,2026-03-18T08:06:01.764810,pressure,19.615158,25.0,15.0
W0007,LOT001,Etch,ETCH-B3,CH2,2026-03-18T08:06:01.764810,gas_flow_cf4,51.391917,60.0,40.0
W0007,LOT001,Etch,ETCH-B3,CH2,2026-03-18T08:06:01.764810,gas_flow_o2,9.780706,13.0,7.0
W0007,LOT001,Etch,ETCH-B3,CH2,2026-03-18T08:06:01.764810,etch_time,125.831514,140.0,100.0
W0007,LOT001,Etch,ETCH-B3,CH2,2026-03-18T08:11:01.764810,rf_power,508.526615,550.0,450.0
W0007,LOT001,Etch,ETCH-B3,CH2,2026-03-18T08:11:01.764810,pressure,22.957019,25.0,15.0
W0007,LOT001,Etch,ETCH-B3,CH2,2026-03-18T08:11:01.764810,gas_flow_cf4,57.864137,60.0,40.0
W0007,LOT001,Etch,ETCH-B3,CH2,2026-03-18T08:11:01.764810,gas_flow_o2,10.299797,13.0,7.0
W0007,LOT001,Etch,ETCH-B3,CH2,2026-03-18T08:11:01.764810,etch_time,114.060436,140.0,100.0
W0007,LOT001,Etch,ETCH-B3,CH2,2026-03-18T08:16:01.764810,rf_power,446.8636,550.0,450.0
W0007,LOT001,Etch,ETCH-B3,CH2,2026-03-18T08:16:01.764810,pressure,19.646984,25.0,15.0
W0007,LOT001,Etch,ETCH-B3,CH2,2026-03-18T08:16:01.764810,gas_flow_cf4,50.084543,60.0,40.0
W0007,LOT001,Etch,ETCH-B3,CH2,2026-03-18T08:16:01.764810,gas_flow_o2,9.995441,13.0,7.0
W0007,LOT001,Etch,ETCH-B3,CH2,2026-03-18T08:16:01.764810,etch_time,125.429478,140.0,100.0
W0007,LOT001,Etch,ETCH-B3,CH3,2026-03-18T08:21:01.764810,rf_power,507.120473,550.0,450.0
W0007,LOT001,Etch,ETCH-B3,CH3,2026-03-18T08:21:01.764810,pressure,19.974973,25.0,15.0
W0007,LOT001,Etch,ETCH-B3,CH3,2026-03-18T08:21:01.764810,gas_flow_cf4,52.453299,60.0,40.0
W0007,LOT001,Etch,ETCH-B3,CH3,2026-03-18T08:21:01.764810,gas_flow_o2,10.695104,13.0,7.0
W0007,LOT001,Etch,ETCH-B3,CH3,2026-03-18T08:21:01.764810,etch_time,122.789052,140.0,100.0
W0007,LOT001,Etch,ETCH-B3,CH3,2026-03-18T08:26:01.764810,rf_power,500.155289,550.0,450.0
W0007,LOT001,Etch,ETCH-B3,CH3,2026-03-18T08:26:01.764810,pressure,18.688164,25.0,15.0
W0007,LOT001,Etch,ETCH-B3,CH3,2026-03-18T08:26:01.764810,gas_flow_cf4,46.804659,60.0,40.0
W0007,LOT001,Etch,ETCH-B3,CH3,2026-03-18T08:26:01.764810,gas_flow_o2,9.847388,13.0,7.0
W0007,LOT001,Etch,ETCH-B3,CH3,2026-03-18T08:26:01.764810,etch_time,116.952439,140.0,100.0
W0007,LOT001,Etch,ETCH-B3,CH3,2026-03-18T08:31:01.764810,rf_power,497.19543,550.0,450.0
W0007,LOT001,Etch,ETCH-B3,CH3,2026-03-18T08:31:01.764810,pressure,20.05665,25.0,15.0
W0007,LOT001,Etch,ETCH-B3,CH3,2026-03-18T08:31:01.764810,gas_flow_cf4,51.589078,60.0,40.0
W0007,LOT001,Etch,ETCH-B3,CH3,2026-03-18T08:31:01.764810,gas_flow_o2,8.025633,13.0,7.0
W0007,LOT001,Etch,ETCH-B3,CH3,2026-03-18T08:31:01.764810,etch_time,104.256266,140.0,100.0
W0007,LOT001,Etch,ETCH-B3,CH3,2026-03-18T08:36:01.764810,rf_power,500.967116,550.0,450.0
W0007,LOT001,Etch,ETCH-B3,CH3,2026-03-18T08:36:01.764810,pressure,18.024533,25.0,15.0
W0007,LOT001,Etch,ETCH-B3,CH3,2026-03-18T08:36:01.764810,gas_flow_cf4,47.181994,60.0,40.0
W0007,LOT001,Etch,ETCH-B3,CH3,2026-03-18T08:36:01.764810,gas_flow_o2,9.927956,13.0,7.0
W0007,LOT001,Etch,ETCH-B3,CH3,2026-03-18T08:36:01.764810,etch_time,113.951526,140.0,100.0
W0007,LOT001,Etch,ETCH-B3,CH3,2026-03-18T08:41:01.764810,rf_power,508.998931,550.0,450.0
W0007,LOT001,Etch,ETCH-B3,CH3,2026-03-18T08:41:01.764810,pressure,16.570618,25.0,15.0
W0007,LOT001,Etch,ETCH-B3,CH3,2026-03-18T08:41:01.764810,gas_flow_cf4,47.100449,60.0,40.0
W0007,LOT001,Etch,ETCH-B3,CH3,2026-03-18T08:41:01.764810,gas_flow_o2,10.208595,13.0,7.0
W0007,LOT001,Etch,ETCH-B3,CH3,2026-03-18T08:41:01.764810,etch_time,132.960122,140.0,100.0
W0007,LOT001,CVD,CVD-C2,CH1,2026-03-18T11:51:01.764810,temperature,398.932786,420.0,380.0
W0007,LOT001,CVD,CVD-C2,CH1,2026-03-18T11:51:01.764810,pressure,4.947218,5.5,3.5
W0007,LOT001,CVD,CVD-C2,CH1,2026-03-18T11:51:01.764810,sih4_flow,100.743337,115.0,85.0
W0007,LOT001,CVD,CVD-C2,CH1,2026-03-18T11:51:01.764810,deposition_time,296.62914,330.0,270.0
W0007,LOT001,CVD,CVD-C2,CH1,2026-03-18T11:56:01.764810,temperature,396.932987,420.0,380.0
W0007,LOT001,CVD,CVD-C2,CH1,2026-03-18T11:56:01.764810,pressure,4.409259,5.5,3.5
W0007,LOT001,CVD,CVD-C2,CH1,2026-03-18T11:56:01.764810,sih4_flow,98.059116,115.0,85.0
W0007,LOT001,CVD,CVD-C2,CH1,2026-03-18T11:56:01.764810,deposition_time,301.704162,330.0,270.0
W0007,LOT001,CVD,CVD-C2,CH1,2026-03-18T12:01:01.764810,temperature,400.80287,420.0,380.0
W0007,LOT001,CVD,CVD-C2,CH1,2026-03-18T12:01:01.764810,pressure,4.500914,5.5,3.5
W0007,LOT001,CVD,CVD-C2,CH1,2026-03-18T12:01:01.764810,sih4_flow,102.184691,115.0,85.0
W0007,LOT001,CVD,CVD-C2,CH1,2026-03-18T12:01:01.764810,deposition_time,311.906463,330.0,270.0
W0007,LOT001,CVD,CVD-C2,CH2,2026-03-18T12:06:01.764810,temperature,404.747771,420.0,380.0
W0007,LOT001,CVD,CVD-C2,CH2,2026-03-18T12:06:01.764810,pressure,4.054531,5.5,3.5
W0007,LOT001,CVD,CVD-C2,CH2,2026-03-18T12:06:01.764810,sih4_flow,87.230394,115.0,85.0
W0007,LOT001,CVD,CVD-C2,CH2,2026-03-18T12:06:01.764810,deposition_time,309.343199,330.0,270.0
W0007,LOT001,CVD,CVD-C2,CH2,2026-03-18T12:11:01.764810,temperature,393.165607,420.0,380.0
W0007,LOT001,CVD,CVD-C2,CH2,2026-03-18T12:11:01.764810,pressure,4.43257,5.5,3.5
W0007,LOT001,CVD,CVD-C2,CH2,2026-03-18T12:11:01.764810,sih4_flow,94.149435,115.0,85.0
W0007,LOT001,CVD,CVD-C2,CH2,2026-03-18T12:11:01.764810,deposition_time,281.980196,330.0,270.0
W0007,LOT001,CVD,CVD-C2,CH2,2026-03-18T12:16:01.764810,temperature,402.707314,420.0,380.0
W0007,LOT001,CVD,CVD-C2,CH2,2026-03-18T12:16:01.764810,pressure,4.727747,5.5,3.5
W0007,LOT001,CVD,CVD-C2,CH2,2026-03-18T12:16:01.764810,sih4_flow,97.117448,115.0,85.0
W0007,LOT001,CVD,CVD-C2,CH2,2026-03-18T12:16:01.764810,deposition_time,274.089577,330.0,270.0
W0007,LOT001,CVD,CVD-C2,CH2,2026-03-18T12:21:01.764810,temperature,412.643942,420.0,380.0
W0007,LOT001,CVD,CVD-C2,CH2,2026-03-18T12:21:01.764810,pressure,4.75893,5.5,3.5
W0007,LOT001,CVD,CVD-C2,CH2,2026-03-18T12:21:01.764810,sih4_flow,96.017799,115.0,85.0
W0007,LOT001,CVD,CVD-C2,CH2,2026-03-18T12:21:01.764810,deposition_time,301.088456,330.0,270.0
W0007,LOT001,CMP,CMP-D1,CH1,2026-03-18T15:51:01.764810,down_force,2.776274,4.0,2.0
W0007,LOT001,CMP,CMP-D1,CH1,2026-03-18T15:51:01.764810,platen_speed,77.017681,100.0,60.0
W0007,LOT001,CMP,CMP-D1,CH1,2026-03-18T15:51:01.764810,slurry_flow,199.69061,250.0,150.0
W0007,LOT001,CMP,CMP-D1,CH1,2026-03-18T15:51:01.764810,polish_time,80.19921,110.0,70.0
W0007,LOT001,CMP,CMP-D1,CH1,2026-03-18T15:56:01.764810,down_force,3.412112,4.0,2.0
W0007,LOT001,CMP,CMP-D1,CH1,2026-03-18T15:56:01.764810,platen_speed,91.299607,100.0,60.0
W0007,LOT001,CMP,CMP-D1,CH1,2026-03-18T15:56:01.764810,slurry_flow,173.528761,250.0,150.0
W0007,LOT001,CMP,CMP-D1,CH1,2026-03-18T15:56:01.764810,polish_time,84.0347,110.0,70.0
W0007,LOT001,CMP,CMP-D1,CH1,2026-03-18T16:01:01.764810,down_force,2.991982,4.0,2.0
W0007,LOT001,CMP,CMP-D1,CH1,2026-03-18T16:01:01.764810,platen_speed,83.504653,100.0,60.0
W0007,LOT001,CMP,CMP-D1,CH1,2026-03-18T16:01:01.764810,slurry_flow,191.370947,250.0,150.0
W0007,LOT001,CMP,CMP-D1,CH1,2026-03-18T16:01:01.764810,polish_time,73.929864,110.0,70.0
W0007,LOT001,CMP,CMP-D1,CH2,2026-03-18T16:06:01.764810,down_force,2.72562,4.0,2.0
W0007,LOT001,CMP,CMP-D1,CH2,2026-03-18T16:06:01.764810,platen_speed,75.159316,100.0,60.0
W0007,LOT001,CMP,CMP-D1,CH2,2026-03-18T16:06:01.764810,slurry_flow,214.711703,250.0,150.0
W0007,LOT001,CMP,CMP-D1,CH2,2026-03-18T16:06:01.764810,polish_time,88.953382,110.0,70.0
W0007,LOT001,CMP,CMP-D1,CH2,2026-03-18T16:11:01.764810,down_force,2.866185,4.0,2.0
W0007,LOT001,CMP,CMP-D1,CH2,2026-03-18T16:11:01.764810,platen_speed,83.119714,100.0,60.0
W0007,LOT001,CMP,CMP-D1,CH2,2026-03-18T16:11:01.764810,slurry_flow,193.943845,250.0,150.0
W0007,LOT001,CMP,CMP-D1,CH2,2026-03-18T16:11:01.764810,polish_time,99.130049,110.0,70.0
W0007,LOT001,CMP,CMP-D1,CH2,2026-03-18T16:16:01.764810,down_force,3.135585,4.0,2.0
W0007,LOT001,CMP,CMP-D1,CH2,2026-03-18T16:16:01.764810,platen_speed,72.327081,100.0,60.0
W0007,LOT001,CMP,CMP-D1,CH2,2026-03-18T16:16:01.764810,slurry_flow,195.120886,250.0,150.0
W0007,LOT001,CMP,CMP-D1,CH2,2026-03-18T16:16:01.764810,polish_time,89.558287,110.0,70.0
W0007,LOT001,CMP,CMP-D1,CH2,2026-03-18T16:21:01.764810,down_force,3.18427,4.0,2.0
W0007,LOT001,CMP,CMP-D1,CH2,2026-03-18T16:21:01.764810,platen_speed,84.231704,100.0,60.0
W0007,LOT001,CMP,CMP-D1,CH2,2026-03-18T16:21:01.764810,slurry_flow,212.144791,250.0,150.0
W0007,LOT001,CMP,CMP-D1,CH2,2026-03-18T16:21:01.764810,polish_time,91.382718,110.0,70.0
W0007,LOT001,CMP,CMP-D1,CH2,2026-03-18T16:26:01.764810,down_force,3.1599,4.0,2.0
W0007,LOT001,CMP,CMP-D1,CH2,2026-03-18T16:26:01.764810,platen_speed,78.07852,100.0,60.0
W0007,LOT001,CMP,CMP-D1,CH2,2026-03-18T16:26:01.764810,slurry_flow,201.683952,250.0,150.0
W0007,LOT001,CMP,CMP-D1,CH2,2026-03-18T16:26:01.764810,polish_time,84.043549,110.0,70.0
W0007,LOT001,CMP,CMP-D1,CH3,2026-03-18T16:21:01.764810,down_force,3.012537,4.0,2.0
W0007,LOT001,CMP,CMP-D1,CH3,2026-03-18T16:21:01.764810,platen_speed,80.26594,100.0,60.0
W0007,LOT001,CMP,CMP-D1,CH3,2026-03-18T16:21:01.764810,slurry_flow,217.221286,250.0,150.0
W0007,LOT001,CMP,CMP-D1,CH3,2026-03-18T16:21:01.764810,polish_time,88.855086,110.0,70.0
W0007,LOT001,CMP,CMP-D1,CH3,2026-03-18T16:26:01.764810,down_force,3.018009,4.0,2.0
W0007,LOT001,CMP,CMP-D1,CH3,2026-03-18T16:26:01.764810,platen_speed,80.710884,100.0,60.0
W0007,LOT001,CMP,CMP-D1,CH3,2026-03-18T16:26:01.764810,slurry_flow,195.451797,250.0,150.0
W0007,LOT001,CMP,CMP-D1,CH3,2026-03-18T16:26:01.764810,polish_time,85.987536,110.0,70.0
W0007,LOT001,CMP,CMP-D1,CH3,2026-03-18T16:31:01.764810,down_force,3.259762,4.0,2.0
W0007,LOT001,CMP,CMP-D1,CH3,2026-03-18T16:31:01.764810,platen_speed,77.057248,100.0,60.0
W0007,LOT001,CMP,CMP-D1,CH3,2026-03-18T16:31:01.764810,slurry_flow,186.720819,250.0,150.0
W0007,LOT001,CMP,CMP-D1,CH3,2026-03-18T16:31:01.764810,polish_time,93.401327,110.0,70.0
W0007,LOT001,Implant,IMP-E2,CH1,2026-03-18T19:51:01.764810,beam_energy,52.31563,60.0,40.0
W0007,LOT001,Implant,IMP-E2,CH1,2026-03-18T19:51:01.764810,dose,977429517119968.0,1200000000000000.0,800000000000000.0
W0007,LOT001,Implant,IMP-E2,CH1,2026-03-18T19:51:01.764810,tilt_angle,6.869184,9.0,5.0
W0007,LOT001,Implant,IMP-E2,CH1,2026-03-18T19:51:01.764810,beam_current,10.141272,12.0,8.0
W0007,LOT001,Implant,IMP-E2,CH1,2026-03-18T19:56:01.764810,beam_energy,48.584295,60.0,40.0
W0007,LOT001,Implant,IMP-E2,CH1,2026-03-18T19:56:01.764810,dose,960914373969401.5,1200000000000000.0,800000000000000.0
W0007,LOT001,Implant,IMP-E2,CH1,2026-03-18T19:56:01.764810,tilt_angle,7.263878,9.0,5.0
W0007,LOT001,Implant,IMP-E2,CH1,2026-03-18T19:56:01.764810,beam_current,10.303566,12.0,8.0
W0007,LOT001,Implant,IMP-E2,CH1,2026-03-18T20:01:01.764810,beam_energy,52.622318,60.0,40.0
W0007,LOT001,Implant,IMP-E2,CH1,2026-03-18T20:01:01.764810,dose,1153645472973967.2,1200000000000000.0,800000000000000.0
W0007,LOT001,Implant,IMP-E2,CH1,2026-03-18T20:01:01.764810,tilt_angle,6.903196,9.0,5.0
W0007,LOT001,Implant,IMP-E2,CH1,2026-03-18T20:01:01.764810,beam_current,9.874583,12.0,8.0
W0007,LOT001,Implant,IMP-E2,CH2,2026-03-18T20:06:01.764810,beam_energy,52.656388,60.0,40.0
W0007,LOT001,Implant,IMP-E2,CH2,2026-03-18T20:06:01.764810,dose,1027811500470033.0,1200000000000000.0,800000000000000.0
W0007,LOT001,Implant,IMP-E2,CH2,2026-03-18T20:06:01.764810,tilt_angle,7.136766,9.0,5.0
W0007,LOT001,Implant,IMP-E2,CH2,2026-03-18T20:06:01.764810,beam_current,11.082501,12.0,8.0
W0007,LOT001,Implant,IMP-E2,CH2,2026-03-18T20:11:01.764810,beam_energy,48.712964,60.0,40.0
W0007,LOT001,Implant,IMP-E2,CH2,2026-03-18T20:11:01.764810,dose,1046392006404061.9,1200000000000000.0,800000000000000.0
W0007,LOT001,Implant,IMP-E2,CH2,2026-03-18T20:11:01.764810,tilt_angle,7.017104,9.0,5.0
W0007,LOT001,Implant,IMP-E2,CH2,2026-03-18T20:11:01.764810,beam_current,10.134296,12.0,8.0
W0007,LOT001,Implant,IMP-E2,CH2,2026-03-18T20:16:01.764810,beam_energy,53.056937,60.0,40.0
W0007,LOT001,Implant,IMP-E2,CH2,2026-03-18T20:16:01.764810,dose,1025391787814481.2,1200000000000000.0,800000000000000.0
W0007,LOT001,Implant,IMP-E2,CH2,2026-03-18T20:16:01.764810,tilt_angle,7.161489,9.0,5.0
W0007,LOT001,Implant,IMP-E2,CH2,2026-03-18T20:16:01.764810,beam_current,10.536254,12.0,8.0
W0008,LOT001,Litho,LITHO-A3,CH1,2026-03-13T14:50:01.764810,exposure_dose,34.452571,40.0,30.0
W0008,LOT001,Litho,LITHO-A3,CH1,2026-03-13T14:50:01.764810,focus_offset,-0.04196,0.2,-0.2
W0008,LOT001,Litho,LITHO-A3,CH1,2026-03-13T14:50:01.764810,develop_time,57.910382,70.0,50.0
W0008,LOT001,Litho,LITHO-A3,CH1,2026-03-13T14:50:01.764810,bake_temperature,108.033643,115.0,105.0
W0008,LOT001,Litho,LITHO-A3,CH1,2026-03-13T14:55:01.764810,exposure_dose,38.084311,40.0,30.0
W0008,LOT001,Litho,LITHO-A3,CH1,2026-03-13T14:55:01.764810,focus_offset,-0.05516,0.2,-0.2
W0008,LOT001,Litho,LITHO-A3,CH1,2026-03-13T14:55:01.764810,develop_time,59.557493,70.0,50.0
W0008,LOT001,Litho,LITHO-A3,CH1,2026-03-13T14:55:01.764810,bake_temperature,109.723187,115.0,105.0
W0008,LOT001,Litho,LITHO-A3,CH1,2026-03-13T15:00:01.764810,exposure_dose,35.46111,40.0,30.0
W0008,LOT001,Litho,LITHO-A3,CH1,2026-03-13T15:00:01.764810,focus_offset,0.040787,0.2,-0.2
W0008,LOT001,Litho,LITHO-A3,CH1,2026-03-13T15:00:01.764810,develop_time,61.720947,70.0,50.0
W0008,LOT001,Litho,LITHO-A3,CH1,2026-03-13T15:00:01.764810,bake_temperature,109.416923,115.0,105.0
W0008,LOT001,Litho,LITHO-A3,CH1,2026-03-13T15:05:01.764810,exposure_dose,34.749317,40.0,30.0
W0008,LOT001,Litho,LITHO-A3,CH1,2026-03-13T15:05:01.764810,focus_offset,0.014129,0.2,-0.2
W0008,LOT001,Litho,LITHO-A3,CH1,2026-03-13T15:05:01.764810,develop_time,59.502618,70.0,50.0
W0008,LOT001,Litho,LITHO-A3,CH1,2026-03-13T15:05:01.764810,bake_temperature,111.607346,115.0,105.0
W0008,LOT001,Litho,LITHO-A3,CH1,2026-03-13T15:10:01.764810,exposure_dose,35.736462,40.0,30.0
W0008,LOT001,Litho,LITHO-A3,CH1,2026-03-13T15:10:01.764810,focus_offset,0.036744,0.2,-0.2
W0008,LOT001,Litho,LITHO-A3,CH1,2026-03-13T15:10:01.764810,develop_time,61.325763,70.0,50.0
W0008,LOT001,Litho,LITHO-A3,CH1,2026-03-13T15:10:01.764810,bake_temperature,111.173474,115.0,105.0
W0008,LOT001,Litho,LITHO-A3,CH2,2026-03-13T15:05:01.764810,exposure_dose,35.271532,40.0,30.0
W0008,LOT001,Litho,LITHO-A3,CH2,2026-03-13T15:05:01.764810,focus_offset,-0.064842,0.2,-0.2
W0008,LOT001,Litho,LITHO-A3,CH2,2026-03-13T15:05:01.764810,develop_time,60.799376,70.0,50.0
W0008,LOT001,Litho,LITHO-A3,CH2,2026-03-13T15:05:01.764810,bake_temperature,109.348643,115.0,105.0
W0008,LOT001,Litho,LITHO-A3,CH2,2026-03-13T15:10:01.764810,exposure_dose,34.207075,40.0,30.0
W0008,LOT001,Litho,LITHO-A3,CH2,2026-03-13T15:10:01.764810,focus_offset,0.029318,0.2,-0.2
W0008,LOT001,Litho,LITHO-A3,CH2,2026-03-13T15:10:01.764810,develop_time,62.476566,70.0,50.0
W0008,LOT001,Litho,LITHO-A3,CH2,2026-03-13T15:10:01.764810,bake_temperature,110.021272,115.0,105.0
W0008,LOT001,Litho,LITHO-A3,CH2,2026-03-13T15:15:01.764810,exposure_dose,35.46325,40.0,30.0
W0008,LOT001,Litho,LITHO-A3,CH2,2026-03-13T15:15:01.764810,focus_offset,0.085111,0.2,-0.2
W0008,LOT001,Litho,LITHO-A3,CH2,2026-03-13T15:15:01.764810,develop_time,60.481506,70.0,50.0
W0008,LOT001,Litho,LITHO-A3,CH2,2026-03-13T15:15:01.764810,bake_temperature,112.601683,115.0,105.0
W0008,LOT001,Litho,LITHO-A3,CH2,2026-03-13T15:20:01.764810,exposure_dose,30.580516,40.0,30.0
W0008,LOT001,Litho,LITHO-A3,CH2,2026-03-13T15:20:01.764810,focus_offset,0.090569,0.2,-0.2
W0008,LOT001,Litho,LITHO-A3,CH2,2026-03-13T15:20:01.764810,develop_time,61.247098,70.0,50.0
W0008,LOT001,Litho,LITHO-A3,CH2,2026-03-13T15:20:01.764810,bake_temperature,110.328652,115.0,105.0
W0008,LOT001,Litho,LITHO-A3,CH2,2026-03-13T15:25:01.764810,exposure_dose,36.350343,40.0,30.0
W0008,LOT001,Litho,LITHO-A3,CH2,2026-03-13T15:25:01.764810,focus_offset,-0.031119,0.2,-0.2
W0008,LOT001,Litho,LITHO-A3,CH2,2026-03-13T15:25:01.764810,develop_time,60.95618,70.0,50.0
W0008,LOT001,Litho,LITHO-A3,CH2,2026-03-13T15:25:01.764810,bake_temperature,109.749532,115.0,105.0
W0008,LOT001,Etch,ETCH-B1,CH1,2026-03-13T18:50:01.764810,rf_power,499.705648,550.0,450.0
W0008,LOT001,Etch,ETCH-B1,CH1,2026-03-13T18:50:01.764810,pressure,20.828455,25.0,15.0
W0008,LOT001,Etch,ETCH-B1,CH1,2026-03-13T18:50:01.764810,gas_flow_cf4,47.219861,60.0,40.0
W0008,LOT001,Etch,ETCH-B1,CH1,2026-03-13T18:50:01.764810,gas_flow_o2,10.643991,13.0,7.0
W0008,LOT001,Etch,ETCH-B1,CH1,2026-03-13T18:50:01.764810,etch_time,117.88594,140.0,100.0
W0008,LOT001,Etch,ETCH-B1,CH1,2026-03-13T18:55:01.764810,rf_power,503.909942,550.0,450.0
W0008,LOT001,Etch,ETCH-B1,CH1,2026-03-13T18:55:01.764810,pressure,18.599492,25.0,15.0
W0008,LOT001,Etch,ETCH-B1,CH1,2026-03-13T18:55:01.764810,gas_flow_cf4,52.159512,60.0,40.0
W0008,LOT001,Etch,ETCH-B1,CH1,2026-03-13T18:55:01.764810,gas_flow_o2,10.723252,13.0,7.0
W0008,LOT001,Etch,ETCH-B1,CH1,2026-03-13T18:55:01.764810,etch_time,117.426792,140.0,100.0
W0008,LOT001,Etch,ETCH-B1,CH1,2026-03-13T19:00:01.764810,rf_power,483.346649,550.0,450.0
W0008,LOT001,Etch,ETCH-B1,CH1,2026-03-13T19:00:01.764810,pressure,20.277983,25.0,15.0
W0008,LOT001,Etch,ETCH-B1,CH1,2026-03-13T19:00:01.764810,gas_flow_cf4,54.364432,60.0,40.0
W0008,LOT001,Etch,ETCH-B1,CH1,2026-03-13T19:00:01.764810,gas_flow_o2,9.275072,13.0,7.0
W0008,LOT001,Etch,ETCH-B1,CH1,2026-03-13T19:00:01.764810,etch_time,114.468459,140.0,100.0
W0008,LOT001,Etch,ETCH-B1,CH1,2026-03-13T19:05:01.764810,rf_power,493.187157,550.0,450.0
W0008,LOT001,Etch,ETCH-B1,CH1,2026-03-13T19:05:01.764810,pressure,19.179656,25.0,15.0
W0008,LOT001,Etch,ETCH-B1,CH1,2026-03-13T19:05:01.764810,gas_flow_cf4,47.548444,60.0,40.0
W0008,LOT001,Etch,ETCH-B1,CH1,2026-03-13T19:05:01.764810,gas_flow_o2,8.95294,13.0,7.0
W0008,LOT001,Etch,ETCH-B1,CH1,2026-03-13T19:05:01.764810,etch_time,122.945285,140.0,100.0
W0008,LOT001,Etch,ETCH-B1,CH2,2026-03-13T19:05:01.764810,rf_power,505.080808,550.0,450.0
W0008,LOT001,Etch,ETCH-B1,CH2,2026-03-13T19:05:01.764810,pressure,18.301151,25.0,15.0
W0008,LOT001,Etch,ETCH-B1,CH2,2026-03-13T19:05:01.764810,gas_flow_cf4,54.371587,60.0,40.0
W0008,LOT001,Etch,ETCH-B1,CH2,2026-03-13T19:05:01.764810,gas_flow_o2,10.840546,13.0,7.0
W0008,LOT001,Etch,ETCH-B1,CH2,2026-03-13T19:05:01.764810,etch_time,116.245472,140.0,100.0
W0008,LOT001,Etch,ETCH-B1,CH2,2026-03-13T19:10:01.764810,rf_power,517.498229,550.0,450.0
W0008,LOT001,Etch,ETCH-B1,CH2,2026-03-13T19:10:01.764810,pressure,19.427002,25.0,15.0
W0008,LOT001,Etch,ETCH-B1,CH2,2026-03-13T19:10:01.764810,gas_flow_cf4,50.54335,60.0,40.0
W0008,LOT001,Etch,ETCH-B1,CH2,2026-03-13T19:10:01.764810,gas_flow_o2,9.582119,13.0,7.0
W0008,LOT001,Etch,ETCH-B1,CH2,2026-03-13T19:10:01.764810,etch_time,131.071258,140.0,100.0
W0008,LOT001,Etch,ETCH-B1,CH2,2026-03-13T19:15:01.764810,rf_power,495.559742,550.0,450.0
W0008,LOT001,Etch,ETCH-B1,CH2,2026-03-13T19:15:01.764810,pressure,20.126449,25.0,15.0
W0008,LOT001,Etch,ETCH-B1,CH2,2026-03-13T19:15:01.764810,gas_flow_cf4,47.936188,60.0,40.0
W0008,LOT001,Etch,ETCH-B1,CH2,2026-03-13T19:15:01.764810,gas_flow_o2,10.930658,13.0,7.0
W0008,LOT001,Etch,ETCH-B1,CH2,2026-03-13T19:15:01.764810,etch_time,129.433073,140.0,100.0
W0008,LOT001,Etch,ETCH-B1,CH2,2026-03-13T19:20:01.764810,rf_power,524.463938,550.0,450.0
